S.NO,"D.O DATE",S.LINE,"BILLED TO","SHIP NO","ADVANCE 1","CON NO.",SIZE,FROM,TO,"VEHICLE NO.","CON PICKUP DATE","CON OFFLOAD DATE","S.LINE HANDLE BY","TRANSPORT NAME","TRPT FREIGHT",REMARKS,"L FREIGHT","L INVO NO","L INVO DATE","REMARKS 2","CREDIT NOTE AMT","CREDIT NOTE NO","CREDIT NOTE DATE"
860,29/04/24,HAPAG,,10825832,,P,40,SONIPAT,PIYALA,,,,,,,,,,,,,,
861,29/04/24,HAPAG,,10825832,,P,40,SONIPAT,PIYALA,,,,,,,,,,,,,,
862,29/04/24,HAPAG,,10825832,,P,40,SONIPAT,PIYALA,,,,,,,,,,,,,,
863,29/04/24,HAPAG,,10825832,,P,40,SONIPAT,PIYALA,,,,,,,,,,,,,,
864,29/04/24,HAPAG,,10825832,,P,40,SONIPAT,PIYALA,,,,,,,,,,,,,,
865,29/04/24,HAPAG,,10825832,,P,40,SONIPAT,PIYALA,,,,,,,,,,,,,,
866,29/04/24,EMRATES,,,,P,40,MBD,DADRI,,,,,,,,,,,,,,
867,29/04/24,EMRATES,,,,P,40,MBD,DADRI,,,,,,,,,,,,,,
868,30/04/24,MSC,,,,CAXU8030561,40,SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
869,30/04/24,MSC,,,,GLDU7620513,40,SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
870,30/04/24,MSC,,,,TCNU2375866,40,SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
871,30/04/24,MSC,,,,BMOU4488981,40,SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
872,30/04/24,MSC,,,,TGBU7945977,40,SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
873,30/04/24,MSC,,,,GATU8663518,40,SONIPAT,BARHI,HR56U4531,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
874,30/04/24,MSC,,,,TCNU9083784,40,SONIPAT,BARHI,HR56U4531,,,"PANKAJ JHA",PATHAK,21002100,,,,,,,,
875,30/04/24,MSC,,,,TTNU9542952,40,SONIPAT,BARHI,HR56U4531,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
876,30/04/24,MSC,,,,CLHU9008940,40,SONIPAT,BARHI,HR56U4531,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
877,30/04/24,MSC,,,,BSIU9107255,40,SONIPAT,BARHI,HR56U4531,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
878,30/04/24,MSC,,,,CAXU9126610,40,SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
879,30/04/24,MSC,,,,TCNU8514315,40,SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
880,30/04/24,MSC,,,,FCIU8095661,40,SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
881,30/04/24,MSC,,,,TCLU9414798,40,SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
882,30/04/24,MSC,,,,TCNU8276198,40,SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA",PATHAK,2100,,,,,,,,
883,30/04/24,MSC,,,,INKU6546731,40,SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
884,30/04/24,MSC,,,,FCIU8730772,40,SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
885,30/04/24,MSC,,,,DRYU9522400,40,SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
886,30/04/24,MSC,,,,TGHU9408475,40,SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
887,30/04/24,MSC,,,,BMOU4628342,40,SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
888,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",PRIYANKA,4500,,,,,,,,
889,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,RJ11GC7229,,,"PATHAK JI",PRIYANKA,4500,,,,,,,,
890,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
891,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
892,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
893,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
894,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
895,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
896,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
897,30/04/24,CMA,,EAMC2402610,,P,20,JATTIPUR,TKD,,,,"PATHAK JI",,,,,,,,,,
898,30/04/24,HMM,,,,KOCU4779220,40,DADRI,LUDHIANA,NL01L2324,,,"PATHAK JI",RAJESH,34000,,,,,,,,
899,30/04/24,HMM,,,,HMMU6468262,40,DADRI,LUDHIANA,HR55W6887/DICT,,HR55V6787/AMRENDAR/18000,"PATHAK JI","SK LOG",7000,,,,,,,,
900,30/04/24,HMM,,,,BSIU9191590,40,DADRI,LUDHIANA,NL01N3343/DICT,,,"PATHAK JI","SK LOG",7000,,,,,,,,
901,30/04/24,HMM,,,,KOCU4664832,40,DADRI,LUDHIANA,NL01N3343/DICT,,HR55V0451/AMRENDAR/18000,"PATHAK JI","SK LOG",,,,,,,,,
902,30/04/24,HMM,,,,KOCU5213725,40,DADRI,LUDHIANA,HR38T2370,,,"PATHAK JI","SK LOG",,,,,,,,,
903,30/04/24,HMM,,,,CAIU9880737,40,DADRI,LUDHIANA,GJ39T3128/DICT,,"NL01Q2078/NISHA ROADLINE/18000","PATHAK JI",HINDUSTAN,,,,,,,,,
904,30/04/24,HMM,,,,HMMU6204803,40,DADRI,LUDHIANA,HR46E5052,,,"PATHAK JI",RAJESH,,,,,,,,,
905,30/04/24,HMM,,,,DFSU7028615,40,DADRI,LUDHIANA,NL01L0318,,,"PATHAK JI",BC,,,,,,,,,
906,30/04/24,HMM,,,,KOCU4679370,40,DADRI,LUDHIANA,HR58B8261,,"NL01AG8695/JAY KUMAR/ 18000","PATHAK JI",BC,,,,,,,,,
907,30/04/24,HMM,,,,CAIU7444312,40,DADRI,LUDHIANA,NL01Q2061/DICT,,,"PATHAK JI","BHATIA TRNSPRT [MANOJ0",,,,,,,,,
908,30/04/24,CMA,,EAMC2406515,,TRHU5568991,40,CFS,JAIPUR,,,,"PATHAK JI",,,,,,,,,,
909,30/04/24,CMA,,EAMC2406515,,SEKU6419976,40,CFS,JAIPUR,RJ14GG1211,,,"PATHAK JI",GANPATO,9000,,,,,,,,
910,30/04/24,CMA,,EAMC2406515,,CMAU7662148,40,CFS,JAIPUR,,,,"PATHAK JI",,,,,,,,,,
911,30/04/24,CMA,,EAMC2406515,,CMAU7839887,40,CFS,JAIPUR,,,,"PATHAK JI",,,,,,,,,,
912,30/04/24,CMA,,EAMC2406515,,SEKU6243629,40,CFS,JAIPUR,,,,"PATHAK JI",,,,,,,,,,
913,29/04/24,BOXCO,,,,UETU2194648,20,DADRI,SONPAT,HR38AE7963,,,"PANKAJ JHA",,,,,,,,,,
914,29/04/24,BOXCO,,,,TRHU2341047,20,DADRI,SONPAT,HR38AE7963,,,"PANKAJ JHA",,,,,,,,,,
915,29/04/24,BOXCO,,,,APZU3743550,20,DADRI,SONPAT,HR58D8964,,,"PANKAJ JHA",,,,,,,,,,
916,29/04/24,BOXCO,,,,CMAU0904126,20,DADRI,SONPAT,HR58D8964,,,"PANKAJ JHA",,,,,,,,,,
917,29/04/24,EXCELESIOR,,,,CAXU9999625,40,DADRI,PIYALA,HR38AE1765,,,"PANKAJ JHA",,,,,,,,,,
918,1/05/24,MSC,,,,TLLU5411551,40,KASHIPUR,MORADABAD,NL01L1628,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
919,1/05/24,MSC,,,,MEDU7219945,40,KASHIPUR,MORADABAD,NL01L1628,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
920,1/05/24,MSC,,,,MEDU8867310,40,KASHIPUR,MORADABAD,HR55N3447,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
921,1/05/24,MSC,,,,TRHU7458571,40,KASHIPUR,MORADABAD,UK06CB0297,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
922,1/05/24,MSC,,,,TCNU7110073,40,KASHIPUR,MORADABAD,UK06CB0297,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
923,1/05/24,MSC,,,,MEDU8416569,40,KASHIPUR,MORADABAD,NL01AG8654,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
924,1/05/24,MSC,,,,TGBU5692946,40,KASHIPUR,MORADABAD,NL01K8033,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
925,1/05/24,MSC,,,,TCNU3278198,40,KASHIPUR,MORADABAD,NL01L1628,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
926,1/05/24,MSC,,,,MEDU7759687,40,KASHIPUR,MORADABAD,UK06CA9807,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
927,1/05/24,MSC,,,,TRHU8637041,40,KASHIPUR,MORADABAD,NL01AG8654,,,"PANKAJ JHA",DLPL,6000,,,,,,,,
928,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
929,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
930,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
931,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
932,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
933,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
934,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
935,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
936,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
937,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
938,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
939,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
940,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
941,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
942,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
943,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
944,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
945,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
946,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
947,1/05/24,MSC,,,,P,40,ZIRCON/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
948,1/05/24,MSC,,,,TCNU8025660,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA",SANTOSH,2500,,,,,,,,
949,1/05/24,MSC,,,,TCNU7136102,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA",SANTOSH,2500,,,,,,,,
950,1/05/24,MSC,,,,GLDU0518670,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA",SANTOSH,2500,,,,,,,,
951,1/05/24,MSC,,,,MSMU4838596,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA",SANTOSH,2500,,,,,,,,
952,1/05/24,MSC,,,,TGHU8615312,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA",SANTOSH,2500,,,,,,,,
953,1/05/24,MSC,,,,FSCU9635676,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
954,1/05/24,MSC,,,,BEAU5825758,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
955,1/05/24,MSC,,,,MEDU8428370,40,WILL/SONIPAT,BARHI,NL01AC7739,,,"PANKAJ JHA","SANTOSH RAI",2500,,,,,,,,
956,1/05/24,MSC,,,,SEKU4005961,40,WILL/SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA","PATHAK JI",2600,,,,,,,,
957,1/05/24,MSC,,,,AMFU8884637,40,WILL/SONIPAT,BARHI,HR55U7328,,,"PANKAJ JHA","PATHAK JI",2600,,,,,,,,
958,1/05/24,MSC,,,,MEDU8774475,40,WILL/SONIPAT,BARHI,HR55U4531,,,"PANKAJ JHA","PATHAK JI",2600,,,,,,,,
959,1/05/24,MSC,,,,TGHU9136000,40,WILL/SONIPAT,BARHI,HR55U4531,,,"PANKAJ JHA","PATHAK JI",2600,,,,,,,,
960,1/05/24,MSC,,,,SEGU4726979,40,WILL/SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA","PATHAK JI",2600,,,,,,,,
961,1/05/24,MSC,,,,TGBU5714921,40,WILL/SONIPAT,BARHI,NL01AG3638,,,"PANKAJ JHA","PATHAK JI",2600,,,,,,,,
962,1/05/24,MSC,,,,P,40,WILL/SONIPAT,BARHI,,,,"PANKAJ JHA",,,,,,,,,,
963,1/05/24,MSC,,,,FCIU5737639,20,PALWAL,SONIPAT,HR55R3372,,,"PANKAJ JHA",MMT,4750,,,,,,,,
964,1/05/24,MSC,,,,FBIU0385750,20,PALWAL,SONIPAT,HR55R3372,,,"PANKAJ JHA",MMT,4750,,,,,,,,
965,1/05/24,MSC,,,,CXDU1295951,20,PALWAL,SONIPAT,HR55S6258,,,"PANKAJ JHA",GULJARI,4500,,,,,,,,
966,1/05/24,MSC,,,,TEMU1372944,20,PALWAL,SONIPAT,HR55S6258,,,"PANKAJ JHA",GULJARI,4500,,,,,,,,
967,1/05/24,MSC,,,,FBIU0226911,20,PALWAL,SONIPAT,HR55R3372,,,"PANKAJ JHA",MMT,4750,,,,,,,,
968,1/05/24,MSC,,,,MSCU6703809,20,PALWAL,SONIPAT,HR55R3372,,,"PANKAJ JHA",MMT,4750,,,,,,,,
969,1/05/24,MSC,,,,P,20,PALWAL,SONIPAT,,,,"PANKAJ JHA",,,,,,,,,,
970,1/05/24,MSC,,,,P,20,PALWAL,SONIPAT,,,,"PANKAJ JHA",,,,,,,,,,
971,1/05/24,EMIRATES,,,,P,20,ACTL,SONIPAT,,,,"PANKAJ JHA",,,,,,,,,,
972,1/05/24,EMIRATES,,,,P,20,ACTL,SONIPAT,,,,"PANKAJ JHA",,,,,,,,,,
973,02/05/24,EGI,,,,CAIU7086266,40,DADRI,GDL,NL01AG1247,,,"PANKAJ JHA",JITENDER,6000,,,,,,,,
974,02/05/24,EGI,,,,EMCU8347837,40,DADRI,GDL,NL01AG9554,,,"PANKAJ JHA",JITENDER,6000,,,,,,,,
975,02/05/24,EGI,,,,P,40,DADRI,GDL,,,,"PANKAJ JHA",,,,,,,,,,
976,02/05/24,EGI,,,,P,40,DADRI,GDL,,,,"PANKAJ JHA",,,,,,,,,,
977,02/05/24,EGI,,,,P,40,DADRI,GDL,,,,"PANKAJ JHA",,,,,,,,,,
978,02/05/24,MSC,,,,CAIU7555300,40,JATTIPUR,JAIPUR,RJ01GC8718,,,"PANKAJ JHA","SHRI RADHE",7000,,,,,,,,
979,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
980,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
981,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
982,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
983,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
984,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
985,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
986,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
987,02/05/24,MSC,,,,P,40,JATTIPUR,JAIPUR,,,,"PANKAJ JHA",,,,,,,,,,
,
